id,text,order,image,solution_pdf,series_id
826,"Za okrúhlym stolom sedia Apač, Cordélia, Ingrid a Medard. Apač vždy hovorí pravdu, Cordélia vždy klame. Ingrid hovorí pravdu, ak tesne pred ňou niekto klamal, a klame, ak niekto tesne pred ňou povedal pravdu. A naopak Medard hovorí pravdu, ak tesne pred ním niekto povedal pravdu, a klame, ak tesne pred ním niekto klamal. Ak Ingrid hovorí ako prvá, tak klame, a ak ako prvý hovorí Medard, tak hovorí pravdu. Pri stole, kde sedeli deti ako na obrázku, prebehol tento rozhovor:
- 1: Oproti mne sedí Ingrid.2: 1 povedal pravdu.3: Apač sedí oproti mne.4: 3 neklamal.
Kto kde sedí? Nájdite všetky možnosti a svoju odpoveď zdôvodnite.

",4,,,127
824,"Máme štvorcovú tabuľku $5\times 5$, v ktorej zafarbujeme políčka. Aký najmenší počet políčok
nám stačí zafarbiť, aby platilo, že každý obdĺžnik s rozmermi $1\times 4$ alebo $4\times 1$ v tabuľke
má aspoň jedno políčko zafarbené? Nakreslite jedno vyhovujúce zafarbenie pre tento najmenší
počet políčok a vysvetlite, prečo menej zafarbených políčok nestačí.",5,,,127
825,"Majme pravidelný šesťuholník a v ňom vpísané dva rovnostranné trojuholníky ako na obrázku.
Určte, koľkokrát je obsah sivej časti menší ako obsah celého šesťuholníka.

",6,,,127
839,"V piesku je nakreslená cesta tvaru priamky, na ktorej sú nejak umiestnené štyri body predstavujúce mestá $A, B, C, D$ (nie nutne v tomto poradí) pričom $|AD|=1$, $|BC|=2$, $|BD|=3$, $|AB|=4$ a $|CD|=5$. Zistite vzdialenosť miest $A$ a $C$.",1,,,130
840,"Na mape je 5 miest. Je možné tieto mestá spojiť cestami tak, aby z každého mesta vychádzali práve 3 cesty, pričom cesty sa navzájom nemôžu pretínať a platí, že z každého mesta sa nejakou trasou vieme dostať do každého iného? Dvojica miest môže byť prepojená nanajvýš jednou cestou a mesto nemôže byť spojené so samým sebou. Ak áno, ukážte ako, ak nie, vysvetlite prečo. A čo keby bolo miest 8?",2,,,130
841,"O Prvom, Druhom a Treťom vieme, že každý z nich má iný počet rokov. Zároveň
nám o nich bolo povedané:
- Druhý je starší ako Tretí.Tretí je starší ako Prvý.Prvý je starší ako Druhý.Súčet vekov Prvého a Tretieho je dvojnásobkom veku Druhého.
Práve jedno z tvrdení je nepravdivé. Určte, ktoré tvrdenie je nepravdivé a kto z chlap-
cov je najstarší. Nájdite všetky možnosti a svoju odpoveď zdôvodnite.",3,,,130
842,"V tme vyzeral pôdorys stanov ako dva štvorce $ABCD$ a $BEFG$ ako na obrázku tak, že $|AB| = |BE|$ a uhol $CBG$ má $60°$. Zistite veľkosť uhla $CFG$.

",4,,,130
843,"Majme tabuľku $6×6$. Postava a Duke na nej hrajú hru. Striedavo na ňu umiestňujú dominá (dieliky s rozmermi $1×2$). Hráč prehráva vtedy, keď už do tabuľky nevie umiestniť domino. Kto z hráčov má víťaznú stratégiu a prečo? Čo ak by sme mali tabuľku $7×7$ a hráči by na ňu umiestňovali triminá s rozmermi $1×3$? Víťazná stratégia je postup, podľa ktorého, keď jeden hráč hrá, tak vyhrá bez ohľadu na ťahy súpera.",5,,,130
844,"Heslo je 6-ciferné číslo, ktoré neobsahuje cifru 0 ani 1. Keď vezmeme všetky 2-ciferné
podčíslia, ktoré sa v ňom nachádzajú (napr. pre číslo 123456 to sú 12, 23, 34, 45
a 56), tak sú všetky rôzne a platí pre ne:
- Práve jedno z nich je deliteľné číslom 6.Práve dve z nich sú deliteľné číslom 3.Práve dve z nich sú prvočísla (prvočísla sú také čísla, ktoré majú práve dvoch
deliteľov - 1 a samé seba).Práve tri z nich majú obe cifry rovnaké.
Nájdite všetky možnosti, ako mohlo vyzerať pôvodné heslo a vysvetlite, prečo žiadne
ďalšie nie sú.",6,,,130
845,"Máme tri príšery. Príšery s párnym počtom nôh vždy hovoria pravdu a príšery
s nepárnym počtom nôh vždy klamú. Zazneli výroky:
- Argo: Bret má 6 nôh. Ja a Bret máme spolu párny počet nôh.Bret: Ja mám 8 nôh. Chuck má 4 nohy.Chuck: Bret a Argo majú spolu 15 nôh.
Kto má koľko nôh? Nájdite všetky možnosti a svoju odpoveď zdôvodnite.",1,,,131
846,"Uzamknutie sa vypína zasunutím kombinácie kartičiek do terminálu. Máme kartičky s číslami od 1 do 8. Chceme nájsť štyri rôzne rozdelenia kartičiek do dvoch skupín tak, aby v oboch skupinách bol rovnaký súčet čísel na kartičkách a zároveň, aby počet kartičiek v skupinách bol rôzny (platí, že rozdelenie, kde by sme mali v prvej skupine kartičky $1,2,3$ a v druhej $4,5,6,7,8$, je to isté, ako keby sme mali v prvej skupine $4,5,6,7,8$ a v druhej $1,2,3$). Podarí sa nám to? Ak áno, ako? Ak nie, prečo?",2,,,131
847,"Kľučka má body $P$, $Q$, $R$, $S$ ako na obrázku. Platí, že $|PQ| = |QR|$, uhol $PSR$ má 110 stupňov,
úsečka $PR$ delí uhol $SPQ$ na dve rovnaké časti a uhol $SPR$ je štyrikrát menší ako uhol $PRS$. Aká je veľkosť uhla $PQR$?

",3,,,131
848,"Terminál na obrazovke mal tvar pyramídy ako na obrázku. Greg chce napísať čísla od 1 do 7 do krúžkov na obrázku (každé práve raz), tak, aby platilo, že súčet každých troch čísel na úsečke je rovnaký pre každú trojicu. Ktoré čísla môžu byť v hornom krúžku pri takomto vyplnení? Pre každé takéto číslo uveďte príklad vyplnenia. Vysvetlite, prečo ostatné čísla nemôžu byť v hornom krúžku.

",4,,,131
849,"Sam za sebou vždy ťahá čiaru a hýbe sa nasledovne: Povieme mu číslo a on ho  vydelí štvorkou tak, že dostane celočíselný podiel a zvyšok. Ak mu ostane zvyšok 1, pohne sa o meter na sever, ak 2, tak na juh, ak 3, tak na východ a ak 0, tak na západ. Následne postup zopakuje s celočíselným podielom, ktorý mu ostal. Tento proces opakuje až kým raz nedostane podiel 0 (vtedy urobí posledný pohyb). Aké je najmenšie číslo také, že ak ho povieme Samovi, tak nakreslí svojou trasou štvorec so stranou 1 meter? Prečo to pre žiadne menšie nefunguje?",5,,,131
850,"Na úsečke $AB$ so stredom $S$ vyrástlo 100 dvojíc tulipánov tak, že pre každú dvojicu leží bod $S$ uprostred. Platí, že 100 tulipánov vykvitlo na červeno a 100 na žlto. Dokážte, že súčet vzdialeností žltých tulipánov od bodu A je rovnaký ako súčet vzdialeností červených tulipánov od bodu B.",6,,,131
856,"Nefertiti a Tutanchamon si v záhrade zahrali hru. Hrali ju na šachovnici s rozmerom $m \times n$, kde $m$ aj $n$ sú kladné celé čísla. Hru začína Nefertiti a zafarbí ľubovoľné políčko. Potom vždy hráč, ktorý je na ťahu, zafarbí nejaké ešte nezafarené políčko, ktoré s posledným zafarbeným políčkom susedí stranou. Prehráva ten, kto už nevie urobiť žiaden ťah. Kto z nich má víťaznú stratégiu v závislosti od $(m,n)$? Ako táto stratégia vyzerá?",6,,,132
851,"Nefertiti stratila účtovnú knihu a chcela zistiť, koľko peňazí minula za posledný mesiac. 
Nepamätala si konkrétnu sumu, ale vedela o nej povedať následovné:
- suma bolo kladné celé číslo deliteľné $8$ciferný súčet sumy bol $7$ciferný súčin sumy bol $6$
Nájdite všetky možné sumy peňazí, ktoré mohla Nefertiti minúť za posledný mesiac a ukážte, že ďalšie neexistujú.",1,,,132
852,"Nefertiti si kúpila obraz, ktorého rám bol trojuholník zložený z paličiek. Paličky mali dĺžky $a,b,c$, pričom $a < b < c$. Následne každú z paličiek rozdelila na polovicu, čím jej vzniklo 6 kratších paličiek. Z týchto kratších paličiek chce vybrať 3, ktoré budú tvoriť strany nového trojuholníka.

Koľko najmenej a koľko najviac navzájom rôznych trojuholníkov môže vedieť z týchto 6 paličiek poskladať? (Paličky rovnakej dĺžky považujeme za identické.)
Nezabudnite dokazáť, že menej alebo viac rôznych trojuholníkov nemôže vedieť poskladať.",2,,,132
853,"Veštica Hatsuk mala víziu. Nebola si istá, či je pravdivá, a preto si ju chcela overiť. Vo vízii videla celé kladné číslo, ktoré má práve $10$ celých kladných deliteľov, pričom tieto delitele majú navzájom rôzne posledné cifry. Existuje nejaké takéto číslo? Ak áno, nájdi všetky čísla s touto vlastnosťou. Ak nie, prečo?",3,,,132
854,"Kupec potreboval očíslovať svojich $14$ tiav. Chcel ich očíslovať celými kladnými číslami idúcimi za sebou, kde každé z týchto čísel je deliteľné aspoň jedným z čísel $2,3,5,7,11$. Vedel ich takto očíslovať? Ak áno, ako? Ak nie, prečo?",4,,,132
855,"Strýko Tutanchamon si dal postaviť záhradu v tvare trojuholníka $KLM$, v ktorom ležia body $A$ a $B$ na stranách $KL$ a $KM$ tak, že trojuholníky $KLM$, $MLA$ a $LBM$ sú podobné. Dokážte, že ak sú priamky $LM$ a $AB$ rovnobežné, tak trojuholník $ABK$ je rovnoramenný.",5,,,132
857,"Astronomička Astarte pozorovala hviezdy, keď zrazu uvidela zvláštny útvar. Tvoril ho trojuholník $ABC$ taký, že veľkosť uhla pri vrchole $A$ bola $80$ stupňov. Os tohto uhla preťala stranu $BC$ v bode $D$ a dĺžka $AD$ bola 7. Aká je dĺžka strany $AC$, ak výška z bodu $C$ na stranu $AB$ zviera so stranou $CB$ 60 stupňov?",1,,,133
858,"V hlavnom paláci sa mení podlaha. Máme sadu tromina – dlaždice sú tvorené tromi štvorčekovými dielikmi zlepenými na stranách buď do tvaru písmena L, alebo do tvaru písmena I. Naším cieľom je tieto dlaždice poskladať tak, aby tvorili štvorce. Najviac koľko štvorcov s rôznymi dĺžkami strán môžeme naraz postaviť s použitím najviac $1000$ dlaždíc?",2,,,133
859,"Stavitelia pyramídy sa rozhodli podpísať sa do hrobky svojimi obľúbenými číslami. Prvý staviteľ napísal žltou kriedou prirodzené trojciferné číslo tvorené navzájom rôznymi nenulovými ciframi. Potom druhý staviteľ na hrobku bielou kriedou vypísal všetky ďalšie trojciferné čísla, ktoré možno získať zmenou poradia cifier žltého čísla. Potom podčiarkol každé číslo, ktoré bolo menšie ako žlté číslo. Podčiarknuté čísla boli práve tri a ich aritmetický priemer bol $205$. Aritmetický priemer všetkých čísiel na hrobke bol $370$. Určite hodnotu žltého čísla.",3,,,133
860,"Na večierok na Níle prišlo niekoľko párov, pričom pár vždy tvoril muž a žena. Hlavný bubeník spočítal, koľkými rôznymi spôsobmi mohol tancovať nejaký muž s nejakou ženou a výsledok zapísal na papyrus. Potom spočítal, koľkými spôsobmi mohli tancovať spolu nejaké dve osoby rovnakého pohlavia a výsledok zapísal na papyrus. Po chvíli z večierku odišli 3 páry a hlavný bubeník postup zopakoval. Takto boli na papyruse napísane 4 čísla, pričom jedno z nich bolo 100. Aké boli zvyšné 3 čísla? Nájdite všetky možnosti a dokážte, že žiadne iné nie sú.",4,,,133
861,"Tanečnica Olympia si dala vytetovať trojuholník $ABC$. Na strane $BC$ ležia body $D$ a $E$ tak, že $|BD| = |CE|$. Označme $M$ stred úsečky $AD$. Dokážte, že priamka $ME$ vždy prechádza ťažiskom trojuholníka $ABC$, bez ohľadu na polohu bodov $D$ a $E$.",5,,,133
862,"Dokážte, že ak je na štvorcovom námestí so stranou dlhou $35$ kilometrov ľubovoľne umiestnených $51$ ľudí, potom možno niektorých troch spomedzi nich pokryť kruhom s polomerom 5 kilometrov.",6,,,133
863,"Dokážte, že skupinu ľubovoľných $2n$ cifier vieme rozdeliť na dve skupiny o veľkosti $n$ tak, že rozdiel súčtov čísel v týchto skupinách bude nanajvýš 9.",1,,,134
865,"Nech $M$ je najmenšia množina racionálnych čísel, ktorá má nasledovné vlastnosti:

- $M$ obsahuje $\frac{1}{2}$.Ak $M$ obsahuje $\frac{p}{q}$, kde $p$ je celé číslo a $q$ je kladné celé číslo, tak obsahuje aj $\frac{p}{p+q}$ a $\frac{q}{p+q}$.

Dokážte, že množina $M$ obsahuje všetky racionálne čísla v intervale $(0,1)$.",3,,,134
864,"Určte všetky reálne čísla $p$ také, že pre ľubovoľné kladné reálne čísla $x$, $y$ platí nerovnosť: $$\frac{x^3+py^3}{x+y} \geq xy.$$",2,,,134
866,"Kladné celé číslo $n$ má práve $d$ deliteľov a zároveň sa medzi jeho deliteľmi nevyskytuje štvorec väčší než 1. Koľko najviac z týchto deliteľov (vzhľadom ku $n$ a $d$) môžeme vybrať tak, aby pre žiadne dva vybrané delitele $a$, $b$ nebol $a^2+ab-n$ nenulový štvorec?",4,,,134
867,"Postupnosť $\{a_i\}^{\infty}_{i=1}$ spĺňa $a_1=0$ a pre každé $k\geq 1$ platí $|a_{k+1}|=|a_k+1|$. Dokážte, že pre všetky kladné celé čísla $n$ platí: $$\frac{a_1 + a_2 + \dots + a_n}{n}\geq -\frac{1}{2}.$$",5,,,134
868,"Majme pravouhlý trojuholník $ABC$ s pravým uhlom pri vrchole $B$. Nech $BD$ je výška z vrcholu $B$ na stranu $AC$ (bod $D$ leží na $AC$). Ďalej označme $R$, $S$ a $T$ postupne stredy kružníc vpísaných trojuholníkom $ABD$, $CBD$ a $ABC$. Ukážte, že stred kružnice opísanej trojuholníku $RST$ leží na priamke $AC$.",6,,,134
869,"Pre kladné celé $n$ dokážte, že platí $( 1+\frac{1}{3})(1+\frac{1}{8})\dots (1+\frac{1}{n^2-1})<2$.",1,,,135
870,"Majme konvexný štvoruholník $ABCD$. Označme $E$ stred strany $AB$ a $F$ stred strany $CD$. Pre tento štvoruholník platí, že $|EF| = \frac{|AD| + |BC|}{2}$. Dokážte, že strany $AD$ a $BC$ sú rovnobežné.",2,,,135
871,"Anton a Beton hrajú hru s číslami od 1 do 2022. Na začiatku sú čísla zoradené zostupne. Anton má silu $A$ a Beton má silu $B$. Hráči sa striedajú v ťahoch, počnúc Antonom, a v každom ťahu si môže hráč so silou $M$ vybrať nejakých $M$ čísel a ľubovoľne ich preusporiadať. Beton chce rad čísel usporiadať vzostupne, Anton mu v tom chce zabrániť. Zistite, či sa to Betonovi podarí za konečný počet ťahov, ak sila Antona je $A = 1000$ a Beton má silu
1. $B = 1000$,$B = 1001$,$B = 1002$.",3,,,135
872,Majme úsečku $AB$ a bod $P$ v jej strede. Nech $T$ je bod dotyku dotyčnice vedenej z bodu $A$ ku kružnici s priemerom $PB$. Vyjadrite dĺžku úsečky $PT$ v závislosti od dĺžky $AB$.,4,,,135
873,"Postupnosť $\{a_i\}^{\infty}_{i=1}$ spĺňa $a_1=1$ a $a_{k+1} = a_{k}^{2} + 1$ pre všetky kladné celé čísla $k$. Dokážte, že existuje kladné celé číslo $n$ také, že $a_n$ je deliteľné prvočíslom, ktoré obsahuje viac ako 2022 cifier.",5,,,135
874,"Nájdite všetky funkcie $f:\mathbb{R} \rightarrow \mathbb{R}$ také, že
$$f(f(x) - y) = f(x) + f(f(y) - f(-x)) + x$$
pre všetky $x, y \in \mathbb{R}$.",6,,,135
875,"Na lúke rastú tri druhy rastlín, z každého druhu je tam aspoň jedna. Modré rastliny majú vždy jeden kvet a dva listy. Žlté rastliny majú vždy dva kvety a jeden list. No a napokon červené rastliny majú tri kvety a tri listy. Robin napočítal spolu na lúke $24$ kvetov a $24$ listov. Jeho kamarát John ale napočítal $25$ kvetov a $25$ listov. Jeden z nich počítal správne. Kto to bol a prečo? Vysvetlite, prečo ten druhý nemohol mať pravdu.",1,,,136
876,"Piati kamaráti Anica, Ellie, Robin, John a Zara sa rozprávali. Vieme, že chodia do dvoch tried (z každej triedy je aspoň jedno dieťa), teda sú to dve skupiny spolužiakov. Žiaci z jednej triedy vždy buď všetci klamú, alebo všetci hovoria pravdu. Povedali tieto výroky:
- Anica: Som v triede sama.Ellie: John klame. Robin je môj spolužiak.Robin: Zara je moja spolužiačka.John: Anica nie je moja spolužiačka.Zara: Obe triedy majú aspoň dvoch žiakov.
Ako mohli byť deti rozdelené do tried a žiaci z ktorých tried klamali a z ktorých hovorili pravdu? Nájdite všetky možnosti. ",2,,,136
877,"Na mape boli zaznačené $4$ mestá Aris, Blei, Caun a Dlin. Mestá Aris, Blei a Dlin ležia na jednej priamke, pričom mesto Dlin leží medzi mestami Aris a Blei. Mesto Caun na tejto priamke neleží. Vzdialenosť miest Aris a Caun je rovnaká ako vzdialenosť miest Caun a Dlin a miest Dlin a Blei. Uhol medzi cestami, ktoré vedú z mesta Caun do miest Dlin a Blei je $30$ stupňov. Ellie sa rozhodla všetko lepšie preskúmať, a tak sa vydala po ceste z mesta Caun do mesta Dlin, ale miesto toho, aby zastala v meste Dlin, pokračovala rovnakým smerom a prešla ešte raz toľko. Presne na mieste, kde zastala, našla studňu. Dokážte, že cesta spájajúca studňu s mestom Aris je rovnobežná s cestou spájajúcou mestá Blei a Caun. Všetky cesty na mape sú znázornené úsečkami. ",3,,,136
878,"Väzenie má tvar šachovnice s rozmermi $5 \times 5$ a na nej jedno políčko ako vchod a jedno ako východ.
Aby sa deti dostali von, musia prebehnúť cez šachovnicu, pričom vstúpia vchodom a chcú z nej vyjsť východom. Vždy sa vedia pohnúť len na jedno z políčok, ktoré s tým, na ktorom stoja, susedí hranou. Po vyjdení z políčka sa už do neho nemôžu znova vrátiť. Zistite cez koľko najviac políčok vedia prebehnúť, ak:
- vchod je v prvom políčku v prvom riadku a východ v prvom políčku v treťom riadkuvchod je v prvom políčku v prvom riadku a východ v prvom políčku v druhom riadku.",4,,,136
879,"Na papier napísal $6$ modrých za sebou idúcich celých kladných čísel a $6$ žltých za sebou idúcich kladných čísel, pričom najmenšie modré číslo je menšie ako najmenšie žlté číslo. Potom napísal nových $36$ zelených čísel, ktoré vznikli tak, že medzi sebou vynásobí vždy jedno modré číslo s jedných žltým a prejde všetky možné kombinácie (medzi zelenými číslami sa nám môžu čísla aj opakovať). Vieme, že medzi zelenými číslami sa nachádza $49$, že žiadne zelené číslo nie je násobkom čísla $64$ a že medzi zelenými číslami existuje číslo, ktoré je väčšie ako $80$. Aké dvojice čísel môže dostať ako najmenšie modré a najmenšie žlté číslo? Nájdite všetky možnosti. ",5,,,136
880,"Toto námestie má tvar šesťuholníka. V každom vrchole šesťuholníka stojí dom s kladným celým číslom a medzi každými dvoma susednými domami je na chodníku napísaný súčet čísel týchto dvoch domov. Pre každé číslo od $1$ do $12$ platí, že sa na námestí nachádza práve raz, buď ako číslo domu alebo ako súčet napísaný na chodníku. Ukážte, že ak je vo vrcholoch na domoch napísaných najviac nepárnych čísel ako je celkovo možné, tak v jednom z vrcholov sa určite nachádza dom s číslom $3$.",6,,,136
881,"Na obrazci sú dva rovnostranné trojuholníky ako na obrázku. Aká je veľkosť uhla označeného ako $x$?

 Tému uhlov ti môže priblížiť aj toto edukačné okienko.
",1,,,137
882,"Deti Anica, Ellie, Robin, John a Zara našli na námestí kamene. Keď si ich podávali a pozerali, zistili, že už nikto nedrží kameň, ktorý našiel. Platia $4$ tvrdenia: 
- Robin a Zara našli rovnako veľké kamene.Kameň, ktorý našiel John má rovnaký človek, ktorého kameň má John.Zara drží kameň, ktorý je menší ako kameň, ktorý našla.Robin dostal Anicin kameň.
Kto mohol dostať kameň, ktorý našla Ellie? Nájdite všetky možnosti.",2,,,137
883,"Ukáže im mriežku $1\times100$ políčok. V prvých dvoch políčkach sú položené dve mince. Hru hrajú dvaja hráči, pričom ťah vyzerá tak, že si hráč vyberie jednu z dvoch mincí a posunie ju o ľubovoľný počet políčok doprava. Pri posune nesmie minca preskočiť inú mincu a nesmie byť položená na políčko, kde je práve iná minca. Hra končí, keď sa mince nachádzajú v predposlednom a poslednom políčku mriežky. Vyhráva hráč, ktorý ako posledný urobil ťah. Pre ktorého z hráčov existuje výherná stratégia a aká? Výherná stratégia je postup, podľa ktorého, keď jeden hráč hrá, tak vyhrá bez ohľadu na ťahy súpera. ",3,,,137
884,"Štvorcová šachovnica s rozmermi $n \times n$ (teda so stranou dlhou $n$ políčok) je zafarbená tak, že každé políčko je buď červené, modré, alebo zelené. Nájdite najmenšie číslo $n$ také, že bez ohľadu na to, ako zafarbíme políčka šachovnice $n \times n$, tak v každom riadku a v každom stĺpci budú nejaké tri políčka rovnakej farby. Ukážte, prečo to pre toto $n$ bude vždy platiť. Tiež ukážte, že pre akékoľvek menšie $n$ vieme šachovnicu $n \times n$ ofarbiť tak, aby v žiadnom stĺpci a v žiadnom riadku neboli tri políčka rovnakej farby. ",4,,,137
885,"Štyri rovnostranné trojuholníky rovnakej veľkosti sú usporiadané vo vnútri väčšieho rovnostranného trojuholníka tak, ako je znázornené na obrázku (vrcholy vnútorného sivého trojuholníka ležia v stredoch strán rohových sivých trojuholníkov). Strany menších trojuholníkov sú rovnobežné so stranami väčšieho trojuholníka. Obsah väčšieho trojuholníka je $50$. Aký je obsah sivej časti?
",5,,,137
886,"Špeciálny výťah má tri trubice, v ktorých sú guľôčky. Po každej minúte z každej trubice jedna guľôčka zmizne a všetky tri zmiznuté guľôčky sa zjavia v niektorej z týchto trubíc. Ak v nejakej trubici už nie je žiadna guľôčka, objavia sa v každej trubici dve nové guľôčky. Môže nastať situácia, kedy bude vo všetkých troch trubiciach rovnako veľa guľôčok, ak sú na začiatku v trubiciach počty $15$, $20$ a $25$ guľôčok?",6,,,137
887,"fergusta $19XX$
Konečne som si našiel posádku a počas toho, ako sme čakali pri Úrade dobrodružstiev na zapísanie svojej výpravy vedľa nás stál zaujímavý rad deviatich chlapov. Stáli za sebou a všetci sa dohodli na trojcifernom kóde. Niektorí z nich sú klamári, ostatní hovoria pravdu. Prvého som počul povedať: „Kód obsahuje číslicu $1$. Ten za mnou klame.“ $7$ chlapov za ním povedalo: „Kód je deliteľný mojim poradovým číslom v tomto rade. Ten za mnou klame.“ Posledný povedal: „Kód je deliteľný $9$.“ Aký je teda kód?",1,,,138
888,"fergusta $19XX$
Spoločne s mojou novou posádkou sme si išli kúpiť ponorku. Na výber bolo niekoľko ponoriek, ale jedna konkrétna nám padla do oka. Obal jej tryskového pohonu bol v tvare trojuholníka $ABC$. V obale sa nachádzala samotná tryska v podobe štvorca $KLMN$ vpísaného do trojuholníka $ABC$ tak, že úsečka $KL$ leží na strane $AB$, bod $M$ leží na strane $BC$ a bod $N$ leží na strane $AC$. Ďalej vieme, že veľkosť uhla $BML$ je rovná veľkosti uhla $KAN$. Ak poznáme dĺžky$|CM|=4$, $|CN|=2$, $|AN|=5$, aký je obsah trojuholníka $ABC$?",2,,,138
889,"fergusta $19XX$
Prezerali sme si našu novú ponorku. Jej ovládací panel má na sebe napísaných deväť čísel do tvaru kružnice, pričom všetky z nich boli $0$ alebo $1$. Keď sme sa naňho prvýkrát pozreli, nachádzala sa tam aspoň jedna $0$ a aspoň jedna $1$. Každú hodinu sa udialo nasledovné: medzi všetkými susednými dvojicami rovnakých čísel sa objavila $1$ a medzi všetkými susednými dvojicami rôznych čísel sa objavila $0$. Zároveň sa predošlých deväť čísel zmazalo. Vie sa opakovaním tohoto procesu niekedy na ovládacom paneli objaviť deväť jednotiek naraz? Ak áno, uveďte možné počiatočné rozloženie, ak nie, dokážte, prečo sa to nedá.",3,,,138
890,"fergusta $19XX$
Našej navigátorke Mirke sa stratili súradnice cieľa tejto výpravy. Samozrejme, potrebovali sme ho predtým, než sa vydáme na cestu. Našťastie si Mirka pamätala svoje výpočty, ktorými sa k týmto súradniciam dostala. Tieto výpočty som predal svojej posádke so slovami:
Nájdite všetky čísla v tvare $\overline{abcd}$, pre ktoré platí: $\overline{ab} \cdot 53+\overline{cd} \cdot 18=\overline{abcd}
$
(Číslo $\overline{xyz}$ je trojciferné číslo s cifrou $x$ na mieste stovák, cifrou $y$ na mieste desiatok a cifrou $z$ na mieste jednotiek)",4,,,138
891,"fergusta $19XX$
Pred výpravou sme potrebovali vykonať údržbu, ale miestny mechanik by si za to pýtal príliš veľa. Preto sme poprosili náhodného človeka na ulici, nech to urobí. Jeho návrhy na opravy sa nám ale zdali čudné, tak sme sa na nich rozhodli pre istotu pozrieť. Snažil sa nájsť $3$ za sebou idúce prirodzené čísla, z ktorých jedno malo troch deliteľov, druhé štyroch a tretie päť deliteľov (v ľubovoľnom poradí). Existujú vôbec takéto čísla? Ak áno, nájdite všetky takéto trojice, ak nie, tak ukážte prečo.",5,,,138
892,"fergusta $19XX$
Rozhodli sme sa ponorku opraviť sami. Bude to trvať pár týždňov. Najťažšia časť opráv bude výmena zadného ochranného plechu. Na to, aby sme ho vedeli vyrezať, potrebujeme vedieť jeden z jeho uhlov. Plech, ktorý budeme vyrezávať, má tvar štvoruholníka $ABCD$, ktorého strany $AB$ a $CD$ sú rovnobežné a majú v súčte rovnakú dĺžku ako strana $AD$. Označme $E$ stred strany $BC$. Aký veľký je uhol $AED$?",6,,,138
893,"aptembra $19XX$
Nalodili sme sa do ponorky. Jaj, konečne vietor v plachtách! I keď vlastne plachty nemáme, lebo sme v ponorke. Ale keby sme ich mali, boli by tvaru rovnoramenného lichobežníka $ABCD$ so základňami $AB$ a $CD$, v ktorom by platilo, že $|AB| > |CD|$. Na strane $CD$ by ležal bod $E$ tak, že trojuholník $ACE$ by bol rovnoramenný so základňou $AC$ a $AED$ by bol rovnoramenný so základňou $AE$. Trojuholník $ABC$ by bol tiež rovnoramenný, so základňou $BC$. No počkať, ale potom aký veľký by bol uhol $CAE$?",1,,,139
894,"aptembra $19XX$
Náš palubný kartograf Peťo sa trocha zamotal. Pamätal si pár informácií, no nie presné číslo priamych ciest vedúcich medzi naším mestom a Atlantídou, naším mestom a dokmi a medzi Atlantídou a dokmi. Vedel ale, že z nášho mesta sa do dokov vieme dostať $11$ rôznymi spôsobmi vrátane tých cez Atlantídu a do Atlantídy $13$ rôznymi spôsobmi vrátane tých cez doky. Zároveň vedel, že medzi každou dvojicou miest vedie aspoň jedna priama cesta. Koľko existuje priamych ciest medzi jednotlivými miestami? Nájdite všetky možnosti a vysvetlite, prečo iné neexistujú.",2,,,139
895,"aptembra $19XX$
Heuréka! Veže bájnej Atlantídy sa mi týčia v zornom poli. ""Vitajte! Ja som morský Vilo,"" privítal nás muž so žiabrami namiesto uší, keď sme vystúpili z ponorky. Pozval nás na partiu tzv. atlantického pokra, ktorý hrá $2023$ hráčov usadených v kruhu. V hre sa nachádza $4046$ hracích kariet, z každej hodnoty od $1$ do $2023$ práve dva kusy. Každý hráč začína s dvomi kartami rôznych hodnôt. V každom ťahu vyberie každý hráč nižšiu z dvoch kariet, čo má na ruke a pošle ju hráčovi po pravej ruke. Dokážte, že po niekoľkých ťahoch tejto hry nastane, že aspoň jeden z hráčov bude mať v ruke dve karty rovnakej hodnoty. ",3,,,139
896,"aptembra $19XX$
Miestni obyvatelia nám chceli ukázať, že sú múdrejší než my, tak si vytvorili test, z ktorého sa dalo získať $0$ až $15$ bodov. Spolu sa ho napokon podrobilo $9000$ ľudí. Nastal ale istý... incident. Po bezpečnostnej kontrole sa záznamy z testu zmenili. Všetky záznamy, ktoré obsahovali skóre $1, 2$ alebo $3$ sa zmenili na skóre $0$. Všetky záznamy, ktoré obsahovali skóre $12, 13$ alebo $14$ sa zmenili na skóre $15$. Hodnotiaca komisia si incident všimla kvôli tomu, že priemerné skóre kleslo presne o desatinu bodu. Predseda komisie tvrdil, že pôvodne existovali dve rôzne hodnoty skóre, pre ktoré platí, že počty ľudí s danými skóre sa líšia aspoň o $150$. Má pravdu?",4,,,139
897,"aptembra $19XX$
Dnes sme boli pozvaní na audienciu k starostovi Atlantídy. Erb Atlantídy má tvar lichobežníka $ABCD$ pričom platí, že $AB$ je rovnobežná s $CD$ a $|AB| = 2\cdot|CD|$. Daný je bod $P$ v strede strany $AB$ a bod $Q$ na strane $BC$. Obsah trojuholníka $PBQ$ je 3 a obsah celého lichobežníka je 18. Nech $R$ je priesečník úsečiek $PC$ a $QD$. Aký je obsah trojuholníka $RQC$? ",5,,,139
